,year,date,location,week,age_group,value
16136,2018,2018-09-02,LK Konstanz,35,00+,0.0
16137,2018,2018-09-09,LK Konstanz,36,00+,0.0
16138,2018,2018-09-16,LK Konstanz,37,00+,0.0
16139,2018,2018-09-23,LK Konstanz,38,00+,0.0
16140,2018,2018-09-30,LK Konstanz,39,00+,0.0
16141,2018,2018-10-07,LK Konstanz,40,00+,0.0
16142,2018,2018-10-14,LK Konstanz,41,00+,0.0
16143,2018,2018-10-21,LK Konstanz,42,00+,0.0
16144,2018,2018-10-28,LK Konstanz,43,00+,0.0
16145,2018,2018-11-04,LK Konstanz,44,00+,0.0
16146,2018,2018-11-11,LK Konstanz,45,00+,0.0
16147,2018,2018-11-18,LK Konstanz,46,00+,1.0
16148,2018,2018-11-25,LK Konstanz,47,00+,0.0
16149,2018,2018-12-02,LK Konstanz,48,00+,0.0
16150,2018,2018-12-09,LK Konstanz,49,00+,0.0
16151,2018,2018-12-16,LK Konstanz,50,00+,1.0
16152,2018,2018-12-23,LK Konstanz,51,00+,2.0
16153,2018,2018-12-30,LK Konstanz,52,00+,1.0
16154,2019,2019-01-06,LK Konstanz,1,00+,0.0
16155,2019,2019-01-13,LK Konstanz,2,00+,3.0
16156,2019,2019-01-20,LK Konstanz,3,00+,5.0
16157,2019,2019-01-27,LK Konstanz,4,00+,9.0
16158,2019,2019-02-03,LK Konstanz,5,00+,13.0
16159,2019,2019-02-10,LK Konstanz,6,00+,15.0
16160,2019,2019-02-17,LK Konstanz,7,00+,33.0
16161,2019,2019-02-24,LK Konstanz,8,00+,36.0
16162,2019,2019-03-03,LK Konstanz,9,00+,21.0
16163,2019,2019-03-10,LK Konstanz,10,00+,28.0
16164,2019,2019-03-17,LK Konstanz,11,00+,30.0
16165,2019,2019-03-24,LK Konstanz,12,00+,24.0
16166,2019,2019-03-31,LK Konstanz,13,00+,12.0
16167,2019,2019-04-07,LK Konstanz,14,00+,6.0
16168,2019,2019-04-14,LK Konstanz,15,00+,4.0
16169,2019,2019-04-21,LK Konstanz,16,00+,1.0
16170,2019,2019-04-28,LK Konstanz,17,00+,2.0
16171,2019,2019-05-05,LK Konstanz,18,00+,0.0
16172,2019,2019-05-12,LK Konstanz,19,00+,1.0
16173,2019,2019-05-19,LK Konstanz,20,00+,0.0
16174,2019,2019-05-26,LK Konstanz,21,00+,0.0
16175,2019,2019-06-02,LK Konstanz,22,00+,0.0
16176,2019,2019-06-09,LK Konstanz,23,00+,0.0
16177,2019,2019-06-16,LK Konstanz,24,00+,0.0
16178,2019,2019-06-23,LK Konstanz,25,00+,0.0
16179,2019,2019-06-30,LK Konstanz,26,00+,0.0
16180,2019,2019-07-07,LK Konstanz,27,00+,0.0
16181,2019,2019-07-14,LK Konstanz,28,00+,0.0
16182,2019,2019-07-21,LK Konstanz,29,00+,0.0
16183,2019,2019-07-28,LK Konstanz,30,00+,0.0
16184,2019,2019-08-04,LK Konstanz,31,00+,0.0
16185,2019,2019-08-11,LK Konstanz,32,00+,0.0
16186,2019,2019-08-18,LK Konstanz,33,00+,0.0
16187,2019,2019-08-25,LK Konstanz,34,00+,0.0
16188,2019,2019-09-01,LK Konstanz,35,00+,0.0
16189,2019,2019-09-08,LK Konstanz,36,00+,0.0
16190,2019,2019-09-15,LK Konstanz,37,00+,0.0
16191,2019,2019-09-22,LK Konstanz,38,00+,0.0
16192,2019,2019-09-29,LK Konstanz,39,00+,0.0
16193,2019,2019-10-06,LK Konstanz,40,00+,0.0
16194,2019,2019-10-13,LK Konstanz,41,00+,1.0
16195,2019,2019-10-20,LK Konstanz,42,00+,0.0
16196,2019,2019-10-27,LK Konstanz,43,00+,0.0
16197,2019,2019-11-03,LK Konstanz,44,00+,0.0
16198,2019,2019-11-10,LK Konstanz,45,00+,1.0
16199,2019,2019-11-17,LK Konstanz,46,00+,0.0
16200,2019,2019-11-24,LK Konstanz,47,00+,0.0
16201,2019,2019-12-01,LK Konstanz,48,00+,0.0
16202,2019,2019-12-08,LK Konstanz,49,00+,0.0
16203,2019,2019-12-15,LK Konstanz,50,00+,1.0
16204,2019,2019-12-22,LK Konstanz,51,00+,0.0
16205,2019,2019-12-29,LK Konstanz,52,00+,0.0
16206,2020,2020-01-05,LK Konstanz,1,00+,2.0
16207,2020,2020-01-12,LK Konstanz,2,00+,4.0
16208,2020,2020-01-19,LK Konstanz,3,00+,4.0
16209,2020,2020-01-26,LK Konstanz,4,00+,16.0
16210,2020,2020-02-02,LK Konstanz,5,00+,21.0
16211,2020,2020-02-09,LK Konstanz,6,00+,46.0
16212,2020,2020-02-16,LK Konstanz,7,00+,25.0
16213,2020,2020-02-23,LK Konstanz,8,00+,17.0
16214,2020,2020-03-01,LK Konstanz,9,00+,41.0
16215,2020,2020-03-08,LK Konstanz,10,00+,66.0
16216,2020,2020-03-15,LK Konstanz,11,00+,52.0
16217,2020,2020-03-22,LK Konstanz,12,00+,37.0
16218,2020,2020-03-29,LK Konstanz,13,00+,11.0
16219,2020,2020-04-05,LK Konstanz,14,00+,4.0
16220,2020,2020-04-12,LK Konstanz,15,00+,2.0
16221,2020,2020-04-19,LK Konstanz,16,00+,2.0
16222,2020,2020-04-26,LK Konstanz,17,00+,1.0
16223,2020,2020-05-03,LK Konstanz,18,00+,3.0
16224,2020,2020-05-10,LK Konstanz,19,00+,5.0
16225,2020,2020-05-17,LK Konstanz,20,00+,0.0
16226,2020,2020-05-24,LK Konstanz,21,00+,0.0
16227,2020,2020-05-31,LK Konstanz,22,00+,0.0
16228,2020,2020-06-07,LK Konstanz,23,00+,1.0
16229,2020,2020-06-14,LK Konstanz,24,00+,0.0
16230,2020,2020-06-21,LK Konstanz,25,00+,0.0
16231,2020,2020-06-28,LK Konstanz,26,00+,0.0
16232,2020,2020-07-05,LK Konstanz,27,00+,0.0
16233,2020,2020-07-12,LK Konstanz,28,00+,0.0
16234,2020,2020-07-19,LK Konstanz,29,00+,0.0
16235,2020,2020-07-26,LK Konstanz,30,00+,0.0
16236,2020,2020-08-02,LK Konstanz,31,00+,0.0
16237,2020,2020-08-09,LK Konstanz,32,00+,0.0
16238,2020,2020-08-16,LK Konstanz,33,00+,0.0
16239,2020,2020-08-23,LK Konstanz,34,00+,0.0
16240,2020,2020-08-30,LK Konstanz,35,00+,0.0
16241,2020,2020-09-06,LK Konstanz,36,00+,0.0
16242,2020,2020-09-13,LK Konstanz,37,00+,0.0
16243,2020,2020-09-20,LK Konstanz,38,00+,0.0
16244,2020,2020-09-27,LK Konstanz,39,00+,0.0
16245,2020,2020-10-04,LK Konstanz,40,00+,0.0
16246,2020,2020-10-11,LK Konstanz,41,00+,0.0
16247,2020,2020-10-18,LK Konstanz,42,00+,0.0
16248,2020,2020-10-25,LK Konstanz,43,00+,0.0
16249,2020,2020-11-01,LK Konstanz,44,00+,0.0
16250,2020,2020-11-08,LK Konstanz,45,00+,0.0
16251,2020,2020-11-15,LK Konstanz,46,00+,1.0
16252,2020,2020-11-22,LK Konstanz,47,00+,0.0
16253,2020,2020-11-29,LK Konstanz,48,00+,0.0
16254,2020,2020-12-06,LK Konstanz,49,00+,0.0
16255,2020,2020-12-13,LK Konstanz,50,00+,0.0
16256,2020,2020-12-20,LK Konstanz,51,00+,0.0
16257,2020,2020-12-27,LK Konstanz,52,00+,0.0
16258,2020,2021-01-03,LK Konstanz,53,00+,0.0
16259,2021,2021-01-10,LK Konstanz,1,00+,0.0
16260,2021,2021-01-17,LK Konstanz,2,00+,1.0
16261,2021,2021-01-24,LK Konstanz,3,00+,0.0
16262,2021,2021-01-31,LK Konstanz,4,00+,0.0
16263,2021,2021-02-07,LK Konstanz,5,00+,0.0
16264,2021,2021-02-14,LK Konstanz,6,00+,0.0
16265,2021,2021-02-21,LK Konstanz,7,00+,0.0
16266,2021,2021-02-28,LK Konstanz,8,00+,0.0
16267,2021,2021-03-07,LK Konstanz,9,00+,0.0
16268,2021,2021-03-14,LK Konstanz,10,00+,0.0
16269,2021,2021-03-21,LK Konstanz,11,00+,0.0
16270,2021,2021-03-28,LK Konstanz,12,00+,0.0
16271,2021,2021-04-04,LK Konstanz,13,00+,0.0
16272,2021,2021-04-11,LK Konstanz,14,00+,0.0
16273,2021,2021-04-18,LK Konstanz,15,00+,1.0
16274,2021,2021-04-25,LK Konstanz,16,00+,0.0
16275,2021,2021-05-02,LK Konstanz,17,00+,0.0
16276,2021,2021-05-09,LK Konstanz,18,00+,0.0
16277,2021,2021-05-16,LK Konstanz,19,00+,0.0
16278,2021,2021-05-23,LK Konstanz,20,00+,0.0
16279,2021,2021-05-30,LK Konstanz,21,00+,0.0
16280,2021,2021-06-06,LK Konstanz,22,00+,0.0
16281,2021,2021-06-13,LK Konstanz,23,00+,0.0
16282,2021,2021-06-20,LK Konstanz,24,00+,0.0
16283,2021,2021-06-27,LK Konstanz,25,00+,0.0
16284,2021,2021-07-04,LK Konstanz,26,00+,0.0
16285,2021,2021-07-11,LK Konstanz,27,00+,0.0
16286,2021,2021-07-18,LK Konstanz,28,00+,0.0
16287,2021,2021-07-25,LK Konstanz,29,00+,0.0
16288,2021,2021-08-01,LK Konstanz,30,00+,0.0
16289,2021,2021-08-08,LK Konstanz,31,00+,0.0
16290,2021,2021-08-15,LK Konstanz,32,00+,0.0
16291,2021,2021-08-22,LK Konstanz,33,00+,0.0
16292,2021,2021-08-29,LK Konstanz,34,00+,0.0
16293,2021,2021-09-05,LK Konstanz,35,00+,0.0
16294,2021,2021-09-12,LK Konstanz,36,00+,0.0
16295,2021,2021-09-19,LK Konstanz,37,00+,0.0
16296,2021,2021-09-26,LK Konstanz,38,00+,0.0
16297,2021,2021-10-03,LK Konstanz,39,00+,0.0
16298,2021,2021-10-10,LK Konstanz,40,00+,0.0
16299,2021,2021-10-17,LK Konstanz,41,00+,0.0
16300,2021,2021-10-24,LK Konstanz,42,00+,0.0
16301,2021,2021-10-31,LK Konstanz,43,00+,0.0
16302,2021,2021-11-07,LK Konstanz,44,00+,0.0
16303,2021,2021-11-14,LK Konstanz,45,00+,0.0
16304,2021,2021-11-21,LK Konstanz,46,00+,0.0
16305,2021,2021-11-28,LK Konstanz,47,00+,0.0
16306,2021,2021-12-05,LK Konstanz,48,00+,0.0
16307,2021,2021-12-12,LK Konstanz,49,00+,0.0
16308,2021,2021-12-19,LK Konstanz,50,00+,0.0
16309,2021,2021-12-26,LK Konstanz,51,00+,0.0
16310,2021,2022-01-02,LK Konstanz,52,00+,0.0
16311,2022,2022-01-09,LK Konstanz,1,00+,0.0
16312,2022,2022-01-16,LK Konstanz,2,00+,1.0
16313,2022,2022-01-23,LK Konstanz,3,00+,0.0
16314,2022,2022-01-30,LK Konstanz,4,00+,1.0
16315,2022,2022-02-06,LK Konstanz,5,00+,0.0
16316,2022,2022-02-13,LK Konstanz,6,00+,1.0
16317,2022,2022-02-20,LK Konstanz,7,00+,1.0
16318,2022,2022-02-27,LK Konstanz,8,00+,0.0
16319,2022,2022-03-06,LK Konstanz,9,00+,1.0
16320,2022,2022-03-13,LK Konstanz,10,00+,4.0
16321,2022,2022-03-20,LK Konstanz,11,00+,1.0
16322,2022,2022-03-27,LK Konstanz,12,00+,1.0
16323,2022,2022-04-03,LK Konstanz,13,00+,1.0
16324,2022,2022-04-10,LK Konstanz,14,00+,0.0
16325,2022,2022-04-17,LK Konstanz,15,00+,0.0
16326,2022,2022-04-24,LK Konstanz,16,00+,0.0
16327,2022,2022-05-01,LK Konstanz,17,00+,0.0
16328,2022,2022-05-08,LK Konstanz,18,00+,0.0
16329,2022,2022-05-15,LK Konstanz,19,00+,0.0
16330,2022,2022-05-22,LK Konstanz,20,00+,0.0
16331,2022,2022-05-29,LK Konstanz,21,00+,0.0
16332,2022,2022-06-05,LK Konstanz,22,00+,0.0
16333,2022,2022-06-12,LK Konstanz,23,00+,0.0
16334,2022,2022-06-19,LK Konstanz,24,00+,0.0
16335,2022,2022-06-26,LK Konstanz,25,00+,1.0
16336,2022,2022-07-03,LK Konstanz,26,00+,0.0
16337,2022,2022-07-10,LK Konstanz,27,00+,0.0
16338,2022,2022-07-17,LK Konstanz,28,00+,0.0
16339,2022,2022-07-24,LK Konstanz,29,00+,0.0
16340,2022,2022-07-31,LK Konstanz,30,00+,0.0
16341,2022,2022-08-07,LK Konstanz,31,00+,0.0
16342,2022,2022-08-14,LK Konstanz,32,00+,0.0
16343,2022,2022-08-21,LK Konstanz,33,00+,0.0
16344,2022,2022-08-28,LK Konstanz,34,00+,1.0
16345,2022,2022-09-04,LK Konstanz,35,00+,1.0
16346,2022,2022-09-11,LK Konstanz,36,00+,0.0
16347,2022,2022-09-18,LK Konstanz,37,00+,0.0
16348,2022,2022-09-25,LK Konstanz,38,00+,0.0
16349,2022,2022-10-02,LK Konstanz,39,00+,0.0
16350,2022,2022-10-09,LK Konstanz,40,00+,0.0
16351,2022,2022-10-16,LK Konstanz,41,00+,1.0
16352,2022,2022-10-23,LK Konstanz,42,00+,0.0
16353,2002,2002-01-06,LK Ludwigsburg,1,00+,0.0
16354,2002,2002-01-13,LK Ludwigsburg,2,00+,0.0
16355,2002,2002-01-20,LK Ludwigsburg,3,00+,0.0
16356,2002,2002-01-27,LK Ludwigsburg,4,00+,2.0
16357,2002,2002-02-03,LK Ludwigsburg,5,00+,0.0
16358,2002,2002-02-10,LK Ludwigsburg,6,00+,2.0
16359,2002,2002-02-17,LK Ludwigsburg,7,00+,4.0
16360,2002,2002-02-24,LK Ludwigsburg,8,00+,1.0
16361,2002,2002-03-03,LK Ludwigsburg,9,00+,1.0
16362,2002,2002-03-10,LK Ludwigsburg,10,00+,2.0
16363,2002,2002-03-17,LK Ludwigsburg,11,00+,3.0
16364,2002,2002-03-24,LK Ludwigsburg,12,00+,4.0
16365,2002,2002-03-31,LK Ludwigsburg,13,00+,1.0
16366,2002,2002-04-07,LK Ludwigsburg,14,00+,0.0
16367,2002,2002-04-14,LK Ludwigsburg,15,00+,1.0
16368,2002,2002-04-21,LK Ludwigsburg,16,00+,0.0
16369,2002,2002-04-28,LK Ludwigsburg,17,00+,0.0
16370,2002,2002-05-05,LK Ludwigsburg,18,00+,0.0
16371,2002,2002-05-12,LK Ludwigsburg,19,00+,0.0
16372,2002,2002-05-19,LK Ludwigsburg,20,00+,0.0
16373,2002,2002-05-26,LK Ludwigsburg,21,00+,0.0
16374,2002,2002-06-02,LK Ludwigsburg,22,00+,0.0
16375,2002,2002-06-09,LK Ludwigsburg,23,00+,0.0
16376,2002,2002-06-16,LK Ludwigsburg,24,00+,0.0
16377,2002,2002-06-23,LK Ludwigsburg,25,00+,0.0
16378,2002,2002-06-30,LK Ludwigsburg,26,00+,0.0
16379,2002,2002-07-07,LK Ludwigsburg,27,00+,0.0
16380,2002,2002-07-14,LK Ludwigsburg,28,00+,0.0
16381,2002,2002-07-21,LK Ludwigsburg,29,00+,0.0
16382,2002,2002-08-18,LK Ludwigsburg,33,00+,0.0
16383,2002,2002-09-01,LK Ludwigsburg,35,00+,0.0
16384,2002,2002-09-15,LK Ludwigsburg,37,00+,0.0
16385,2002,2002-09-22,LK Ludwigsburg,38,00+,0.0
16386,2002,2002-09-29,LK Ludwigsburg,39,00+,0.0
16387,2002,2002-10-06,LK Ludwigsburg,40,00+,0.0
16388,2002,2002-10-20,LK Ludwigsburg,42,00+,0.0
16389,2002,2002-10-27,LK Ludwigsburg,43,00+,0.0
16390,2002,2002-11-03,LK Ludwigsburg,44,00+,0.0
16391,2002,2002-11-10,LK Ludwigsburg,45,00+,0.0
16392,2002,2002-11-17,LK Ludwigsburg,46,00+,0.0
16393,2002,2002-12-01,LK Ludwigsburg,48,00+,0.0
16394,2002,2002-12-08,LK Ludwigsburg,49,00+,0.0
16395,2002,2002-12-15,LK Ludwigsburg,50,00+,0.0
16396,2002,2002-12-22,LK Ludwigsburg,51,00+,0.0
16397,2002,2002-12-29,LK Ludwigsburg,52,00+,0.0
16398,2003,2003-01-05,LK Ludwigsburg,1,00+,0.0
16399,2003,2003-01-12,LK Ludwigsburg,2,00+,0.0
16400,2003,2003-01-19,LK Ludwigsburg,3,00+,0.0
16401,2003,2003-01-26,LK Ludwigsburg,4,00+,0.0
16402,2003,2003-02-02,LK Ludwigsburg,5,00+,0.0
16403,2003,2003-02-09,LK Ludwigsburg,6,00+,1.0
16404,2003,2003-02-16,LK Ludwigsburg,7,00+,13.0
16405,2003,2003-02-23,LK Ludwigsburg,8,00+,12.0
16406,2003,2003-03-02,LK Ludwigsburg,9,00+,7.0
16407,2003,2003-03-09,LK Ludwigsburg,10,00+,3.0
16408,2003,2003-03-16,LK Ludwigsburg,11,00+,3.0
16409,2003,2003-03-23,LK Ludwigsburg,12,00+,0.0
16410,2003,2003-03-30,LK Ludwigsburg,13,00+,4.0
16411,2003,2003-04-06,LK Ludwigsburg,14,00+,0.0
16412,2003,2003-04-13,LK Ludwigsburg,15,00+,0.0
16413,2003,2003-04-20,LK Ludwigsburg,16,00+,0.0
16414,2003,2003-04-27,LK Ludwigsburg,17,00+,0.0
16415,2003,2003-05-04,LK Ludwigsburg,18,00+,0.0
16416,2003,2003-05-11,LK Ludwigsburg,19,00+,0.0
16417,2003,2003-05-18,LK Ludwigsburg,20,00+,0.0
16418,2003,2003-05-25,LK Ludwigsburg,21,00+,0.0
16419,2003,2003-06-01,LK Ludwigsburg,22,00+,0.0
16420,2003,2003-06-08,LK Ludwigsburg,23,00+,0.0
16421,2003,2003-06-15,LK Ludwigsburg,24,00+,0.0
16422,2003,2003-06-22,LK Ludwigsburg,25,00+,0.0
16423,2003,2003-06-29,LK Ludwigsburg,26,00+,0.0
16424,2003,2003-07-06,LK Ludwigsburg,27,00+,0.0
16425,2003,2003-07-13,LK Ludwigsburg,28,00+,0.0
16426,2003,2003-07-27,LK Ludwigsburg,30,00+,0.0
16427,2003,2003-08-03,LK Ludwigsburg,31,00+,0.0
16428,2003,2003-08-24,LK Ludwigsburg,34,00+,0.0
16429,2003,2003-08-31,LK Ludwigsburg,35,00+,0.0
16430,2003,2003-09-07,LK Ludwigsburg,36,00+,0.0
16431,2003,2003-09-14,LK Ludwigsburg,37,00+,0.0
16432,2003,2003-09-21,LK Ludwigsburg,38,00+,0.0
16433,2003,2003-09-28,LK Ludwigsburg,39,00+,0.0
16434,2003,2003-10-05,LK Ludwigsburg,40,00+,0.0
16435,2003,2003-10-12,LK Ludwigsburg,41,00+,0.0
16436,2003,2003-10-19,LK Ludwigsburg,42,00+,0.0
16437,2003,2003-10-26,LK Ludwigsburg,43,00+,0.0
16438,2003,2003-11-02,LK Ludwigsburg,44,00+,0.0
16439,2003,2003-11-09,LK Ludwigsburg,45,00+,0.0
16440,2003,2003-11-16,LK Ludwigsburg,46,00+,0.0
16441,2003,2003-11-23,LK Ludwigsburg,47,00+,0.0
16442,2003,2003-11-30,LK Ludwigsburg,48,00+,0.0
16443,2003,2003-12-07,LK Ludwigsburg,49,00+,1.0
16444,2003,2003-12-14,LK Ludwigsburg,50,00+,1.0
16445,2003,2003-12-21,LK Ludwigsburg,51,00+,0.0
16446,2003,2003-12-28,LK Ludwigsburg,52,00+,0.0
16447,2004,2004-01-04,LK Ludwigsburg,1,00+,0.0
16448,2004,2004-01-11,LK Ludwigsburg,2,00+,0.0
16449,2004,2004-01-18,LK Ludwigsburg,3,00+,0.0
16450,2004,2004-01-25,LK Ludwigsburg,4,00+,3.0
16451,2004,2004-02-01,LK Ludwigsburg,5,00+,5.0
16452,2004,2004-02-08,LK Ludwigsburg,6,00+,3.0
16453,2004,2004-02-15,LK Ludwigsburg,7,00+,2.0
16454,2004,2004-02-22,LK Ludwigsburg,8,00+,5.0
16455,2004,2004-02-29,LK Ludwigsburg,9,00+,2.0
16456,2004,2004-03-07,LK Ludwigsburg,10,00+,1.0
16457,2004,2004-03-14,LK Ludwigsburg,11,00+,2.0
16458,2004,2004-03-21,LK Ludwigsburg,12,00+,1.0
16459,2004,2004-03-28,LK Ludwigsburg,13,00+,0.0
16460,2004,2004-04-04,LK Ludwigsburg,14,00+,0.0
16461,2004,2004-04-11,LK Ludwigsburg,15,00+,0.0
16462,2004,2004-04-18,LK Ludwigsburg,16,00+,0.0
16463,2004,2004-04-25,LK Ludwigsburg,17,00+,0.0
16464,2004,2004-05-02,LK Ludwigsburg,18,00+,0.0
16465,2004,2004-05-09,LK Ludwigsburg,19,00+,0.0
16466,2004,2004-05-16,LK Ludwigsburg,20,00+,0.0
16467,2004,2004-05-30,LK Ludwigsburg,22,00+,0.0
16468,2004,2004-06-13,LK Ludwigsburg,24,00+,0.0
16469,2004,2004-06-20,LK Ludwigsburg,25,00+,0.0
16470,2004,2004-06-27,LK Ludwigsburg,26,00+,0.0
16471,2004,2004-07-04,LK Ludwigsburg,27,00+,0.0
16472,2004,2004-07-11,LK Ludwigsburg,28,00+,0.0
16473,2004,2004-07-18,LK Ludwigsburg,29,00+,0.0
16474,2004,2004-07-25,LK Ludwigsburg,30,00+,0.0
16475,2004,2004-08-01,LK Ludwigsburg,31,00+,0.0
16476,2004,2004-08-08,LK Ludwigsburg,32,00+,0.0
16477,2004,2004-08-22,LK Ludwigsburg,34,00+,0.0
16478,2004,2004-08-29,LK Ludwigsburg,35,00+,0.0
16479,2004,2004-09-05,LK Ludwigsburg,36,00+,0.0
16480,2004,2004-09-12,LK Ludwigsburg,37,00+,0.0
16481,2004,2004-09-19,LK Ludwigsburg,38,00+,0.0
16482,2004,2004-09-26,LK Ludwigsburg,39,00+,0.0
16483,2004,2004-10-03,LK Ludwigsburg,40,00+,0.0
16484,2004,2004-10-10,LK Ludwigsburg,41,00+,0.0
16485,2004,2004-10-17,LK Ludwigsburg,42,00+,0.0
16486,2004,2004-10-24,LK Ludwigsburg,43,00+,0.0
16487,2004,2004-10-31,LK Ludwigsburg,44,00+,0.0
16488,2004,2004-11-07,LK Ludwigsburg,45,00+,0.0
16489,2004,2004-11-14,LK Ludwigsburg,46,00+,0.0
16490,2004,2004-11-21,LK Ludwigsburg,47,00+,0.0
16491,2004,2004-11-28,LK Ludwigsburg,48,00+,0.0
16492,2004,2004-12-05,LK Ludwigsburg,49,00+,0.0
16493,2004,2004-12-12,LK Ludwigsburg,50,00+,0.0
16494,2004,2004-12-19,LK Ludwigsburg,51,00+,0.0
16495,2004,2004-12-26,LK Ludwigsburg,52,00+,0.0
16496,2004,2005-01-02,LK Ludwigsburg,53,00+,0.0
16497,2005,2005-01-09,LK Ludwigsburg,1,00+,0.0
16498,2005,2005-01-16,LK Ludwigsburg,2,00+,0.0
16499,2005,2005-01-23,LK Ludwigsburg,3,00+,3.0
16500,2005,2005-01-30,LK Ludwigsburg,4,00+,1.0
16501,2005,2005-02-06,LK Ludwigsburg,5,00+,12.0
16502,2005,2005-02-13,LK Ludwigsburg,6,00+,7.0
16503,2005,2005-02-20,LK Ludwigsburg,7,00+,21.0
16504,2005,2005-02-27,LK Ludwigsburg,8,00+,22.0
16505,2005,2005-03-06,LK Ludwigsburg,9,00+,23.0
16506,2005,2005-03-13,LK Ludwigsburg,10,00+,15.0
16507,2005,2005-03-20,LK Ludwigsburg,11,00+,12.0
16508,2005,2005-03-27,LK Ludwigsburg,12,00+,4.0
16509,2005,2005-04-03,LK Ludwigsburg,13,00+,1.0
16510,2005,2005-04-10,LK Ludwigsburg,14,00+,1.0
16511,2005,2005-04-17,LK Ludwigsburg,15,00+,0.0
16512,2005,2005-04-24,LK Ludwigsburg,16,00+,0.0
16513,2005,2005-05-01,LK Ludwigsburg,17,00+,0.0
16514,2005,2005-05-08,LK Ludwigsburg,18,00+,0.0
16515,2005,2005-05-15,LK Ludwigsburg,19,00+,0.0
16516,2005,2005-05-22,LK Ludwigsburg,20,00+,0.0
16517,2005,2005-05-29,LK Ludwigsburg,21,00+,0.0
16518,2005,2005-06-05,LK Ludwigsburg,22,00+,0.0
16519,2005,2005-06-12,LK Ludwigsburg,23,00+,0.0
16520,2005,2005-06-19,LK Ludwigsburg,24,00+,0.0
16521,2005,2005-06-26,LK Ludwigsburg,25,00+,0.0
16522,2005,2005-07-03,LK Ludwigsburg,26,00+,0.0
16523,2005,2005-07-10,LK Ludwigsburg,27,00+,0.0
16524,2005,2005-07-17,LK Ludwigsburg,28,00+,0.0
16525,2005,2005-07-31,LK Ludwigsburg,30,00+,0.0
16526,2005,2005-08-14,LK Ludwigsburg,32,00+,0.0
16527,2005,2005-08-21,LK Ludwigsburg,33,00+,0.0
16528,2005,2005-08-28,LK Ludwigsburg,34,00+,0.0
16529,2005,2005-09-18,LK Ludwigsburg,37,00+,0.0
16530,2005,2005-09-25,LK Ludwigsburg,38,00+,1.0
16531,2005,2005-10-02,LK Ludwigsburg,39,00+,0.0
16532,2005,2005-10-09,LK Ludwigsburg,40,00+,0.0
16533,2005,2005-10-23,LK Ludwigsburg,42,00+,0.0
16534,2005,2005-10-30,LK Ludwigsburg,43,00+,0.0
16535,2005,2005-11-06,LK Ludwigsburg,44,00+,0.0
16536,2005,2005-11-13,LK Ludwigsburg,45,00+,0.0
16537,2005,2005-11-20,LK Ludwigsburg,46,00+,0.0
16538,2005,2005-11-27,LK Ludwigsburg,47,00+,0.0
16539,2005,2005-12-04,LK Ludwigsburg,48,00+,0.0
16540,2005,2005-12-11,LK Ludwigsburg,49,00+,0.0
16541,2005,2005-12-18,LK Ludwigsburg,50,00+,0.0
16542,2005,2005-12-25,LK Ludwigsburg,51,00+,0.0
16543,2005,2006-01-01,LK Ludwigsburg,52,00+,0.0
16544,2006,2006-01-08,LK Ludwigsburg,1,00+,0.0
16545,2006,2006-01-15,LK Ludwigsburg,2,00+,0.0
16546,2006,2006-01-22,LK Ludwigsburg,3,00+,0.0
16547,2006,2006-01-29,LK Ludwigsburg,4,00+,0.0
16548,2006,2006-02-05,LK Ludwigsburg,5,00+,0.0
16549,2006,2006-02-12,LK Ludwigsburg,6,00+,1.0
16550,2006,2006-02-19,LK Ludwigsburg,7,00+,1.0
16551,2006,2006-02-26,LK Ludwigsburg,8,00+,2.0
16552,2006,2006-03-05,LK Ludwigsburg,9,00+,0.0
16553,2006,2006-03-12,LK Ludwigsburg,10,00+,1.0
16554,2006,2006-03-19,LK Ludwigsburg,11,00+,3.0
16555,2006,2006-03-26,LK Ludwigsburg,12,00+,3.0
16556,2006,2006-04-02,LK Ludwigsburg,13,00+,2.0
16557,2006,2006-04-09,LK Ludwigsburg,14,00+,2.0
16558,2006,2006-04-16,LK Ludwigsburg,15,00+,1.0
16559,2006,2006-04-23,LK Ludwigsburg,16,00+,0.0
16560,2006,2006-04-30,LK Ludwigsburg,17,00+,0.0
16561,2006,2006-05-07,LK Ludwigsburg,18,00+,0.0
16562,2006,2006-05-14,LK Ludwigsburg,19,00+,0.0
16563,2006,2006-05-21,LK Ludwigsburg,20,00+,0.0
16564,2006,2006-05-28,LK Ludwigsburg,21,00+,0.0
16565,2006,2006-06-04,LK Ludwigsburg,22,00+,0.0
16566,2006,2006-06-11,LK Ludwigsburg,23,00+,0.0
16567,2006,2006-06-18,LK Ludwigsburg,24,00+,0.0
16568,2006,2006-06-25,LK Ludwigsburg,25,00+,0.0
16569,2006,2006-07-02,LK Ludwigsburg,26,00+,0.0
16570,2006,2006-07-09,LK Ludwigsburg,27,00+,0.0
16571,2006,2006-07-16,LK Ludwigsburg,28,00+,0.0
16572,2006,2006-07-23,LK Ludwigsburg,29,00+,0.0
16573,2006,2006-07-30,LK Ludwigsburg,30,00+,0.0
16574,2006,2006-08-06,LK Ludwigsburg,31,00+,0.0
16575,2006,2006-08-13,LK Ludwigsburg,32,00+,0.0
16576,2006,2006-08-20,LK Ludwigsburg,33,00+,0.0
16577,2006,2006-08-27,LK Ludwigsburg,34,00+,0.0
16578,2006,2006-09-03,LK Ludwigsburg,35,00+,0.0
